id	proactive	emot_intel	sjt	work_samp	str_int	consc	cog_flex	work_exp	degree	job_perf	citizenship	promotion	high_potential
9891	54	46	46	48	48	56	46	6-10	bachelor	53	45	No	Yes
9892	53	47	48	46	50	52	50	0-1	bachelor	37	45	No	No
9893	53	39	46	42	44	48	41	2-5	none	34	32	No	No
9894	52	40	47	47	48	59	41	2-5	none	43	48	No	Yes
9895	56	51	48	50	55	53	50	0-1	bachelor	54	55	Yes	No
9896	57	44	47	49	46	54	48	2-5	bachelor	49	47	No	No
9897	51	46	44	48	49	55	49	6-10	bachelor	54	45	No	No
9898	53	41	45	41	46	56	42	2-5	none	51	40	No	No
9899	57	45	47	48	48	53	40	0-1	none	47	49	No	No
9900	54	52	47	46	52	58	52	6-10	none	60	53	No	Yes
9901	57	45	45	45	50	53	49	0-1	bachelor	45	50	No	No
9902	50	44	47	40	47	45	42	0-1	associate	39	38	No	No
9903	47	46	45	45	53	58	50	2-5	masters	42	50	No	No
9904	50	39	43	43	42	45	51	0-1	bachelor	50	35	No	No
9905	52	40	43	47	48	47	50	0-1	associate	36	46	No	No
9906	52	46	46	45	45	51	40	6-10	none	48	41	Yes	No
9907	52	49	54	40	51	37	53	2-5	bachelor	37	39	No	No
9908	55	48	55	46	53	55	50	2-5	doctorate	52	51	Yes	Yes
9909	50	38	38	39	41	60	38	0-1	none	37	35	No	No
9910	50	42	43	42	48	50	45	0-1	bachelor	32	42	No	No
9911	46	40	43	40	41	46	37	0-1	none	33	27	No	No
9912	55	44	48	46	52	49	46	0-1	bachelor	45	45	No	No
9913	50	39	41	45	45	47	39	0-1	none	39	35	No	No
9914	56	45	50	48	51	55	38	6-10	none	59	42	No	No
9915	51	48	46	44	48	50	42	0-1	none	35	40	No	No
9916	55	44	44	52	48	52	49	2-5	none	48	44	No	Yes
9917	49	40	44	42	47	47	41	2-5	bachelor	44	42	Yes	No
9918	45	40	41	36	48	47	42	0-1	associate	35	24	No	No
9919	54	49	49	47	53	50	43	6-10	none	51	50	Yes	No
9920	48	46	45	42	48	49	42	11+	none	51	38	No	No
9921	58	48	51	45	48	59	51	0-1	bachelor	45	48	No	Yes
9922	44	43	39	40	43	46	41	2-5	none	39	35	No	No
9923	56	46	51	44	54	52	40	0-1	associate	41	43	No	No
9924	55	48	44	47	49	53	45	2-5	bachelor	45	52	No	No
9925	50	40	40	42	41	51	43	6-10	bachelor	38	45	No	No
9926	55	46	45	46	46	57	50	6-10	masters	61	54	Yes	No
9927	48	44	46	45	48	54	41	0-1	none	43	31	No	No
9928	47	49	49	47	49	54	43	2-5	none	49	44	No	Yes
9929	52	45	44	45	51	55	53	6-10	masters	53	47	No	Yes
9930	51	46	48	48	46	51	48	2-5	bachelor	47	39	No	No
9931	49	43	50	48	43	54	46	0-1	bachelor	41	46	No	Yes
9932	52	47	50	47	48	52	50	0-1	bachelor	49	44	No	No
9933	54	46	47	44	49	58	45	2-5	bachelor	50	46	No	Yes
9934	55	48	56	47	47	53	46	2-5	bachelor	40	54	No	No
9935	51	41	45	45	48	51	47	6-10	bachelor	45	37	No	No
9936	55	47	49	47	44	54	49	6-10	bachelor	55	44	No	No
9937	55	48	44	43	56	50	47	2-5	associate	50	34	No	No
9938	49	43	43	39	48	44	42	0-1	none	34	35	Yes	No
9939	58	53	51	52	51	51	45	6-10	bachelor	59	55	Yes	Yes
9940	48	45	41	41	51	51	41	2-5	none	42	39	No	No
9941	48	44	44	47	43	47	38	0-1	associate	40	33	No	No
9942	50	44	41	42	46	52	42	2-5	none	37	39	Yes	No
9943	56	55	50	45	52	54	41	0-1	none	44	47	No	No
9944	53	47	44	43	47	54	47	6-10	associate	44	41	No	No
9945	51	45	48	48	49	53	40	0-1	associate	47	48	Yes	No
9946	56	40	44	46	47	56	40	2-5	associate	41	38	No	No
9947	54	44	47	46	52	51	48	0-1	bachelor	48	49	No	No
9948	52	46	44	44	45	50	44	11+	none	41	38	No	No
9949	47	38	38	40	43	52	43	0-1	associate	37	36	No	No
9950	53	45	51	49	44	46	42	0-1	none	32	38	No	No
9951	45	40	46	42	43	46	45	0-1	bachelor	39	37	No	No
9952	56	50	47	42	50	52	44	0-1	bachelor	48	47	No	Yes
9953	54	45	41	40	44	49	40	0-1	none	32	33	No	No
9954	51	43	43	43	50	51	46	6-10	bachelor	43	42	No	No
9955	52	52	51	44	52	57	52	11+	none	50	50	No	No
9956	47	36	47	40	41	51	46	2-5	bachelor	33	36	No	No
9957	62	55	53	54	53	50	47	6-10	associate	57	64	No	Yes
9958	51	43	42	47	43	48	42	0-1	associate	40	32	No	No
9959	50	53	48	47	51	49	54	0-1	bachelor	50	51	No	No
9960	56	44	44	48	47	52	46	2-5	masters	40	42	No	No
9961	53	41	42	48	43	47	45	0-1	associate	45	40	No	No
9962	52	46	45	45	46	49	47	2-5	associate	35	31	No	No
9963	52	43	47	44	44	42	45	2-5	bachelor	28	34	No	No
9964	55	48	50	43	51	55	46	6-10	associate	53	34	No	No
9965	49	49	42	38	45	49	43	6-10	bachelor	44	39	No	No
9966	52	47	47	46	42	49	40	0-1	none	47	45	No	No
9967	48	44	43	41	45	47	41	2-5	none	26	38	No	No
9968	48	51	47	42	47	44	46	0-1	associate	33	41	No	No
9969	53	48	49	47	48	54	45	2-5	none	46	46	No	No
9970	53	44	45	48	46	48	46	0-1	bachelor	34	38	Yes	No
9971	52	46	47	42	44	49	46	2-5	bachelor	43	42	No	Yes
9972	48	41	39	44	43	51	37	6-10	none	44	44	No	No
9973	46	48	49	47	49	52	51	6-10	associate	50	41	No	No
9974	55	49	48	47	52	62	47	0-1	masters	50	45	No	No
9975	51	45	46	42	43	52	42	6-10	none	36	38	No	No
9976	56	51	53	46	51	46	52	0-1	bachelor	50	45	Yes	No
9977	48	41	41	45	42	60	44	6-10	bachelor	49	35	No	No
9978	54	49	55	50	54	58	49	2-5	bachelor	45	62	No	No
9979	59	47	51	44	52	47	47	0-1	bachelor	47	35	No	No
9980	53	49	52	45	55	58	51	6-10	bachelor	57	50	No	Yes
9981	48	42	40	38	47	45	33	0-1	associate	31	36	No	No
9982	62	50	50	55	50	54	52	2-5	bachelor	64	62	No	Yes
9983	54	47	47	47	54	59	48	2-5	bachelor	42	47	No	Yes
9984	54	51	48	48	46	55	46	0-1	associate	48	39	No	No
9985	45	38	39	39	46	45	43	0-1	none	37	27	No	No
9986	51	42	46	48	47	52	48	0-1	bachelor	45	41	No	Yes
9987	49	45	43	41	49	53	43	0-1	none	37	42	No	No
9988	55	46	48	49	43	55	42	6-10	none	44	51	No	No
9989	55	46	49	47	50	55	44	6-10	bachelor	46	51	No	No
9990	55	44	47	45	46	52	49	2-5	masters	55	52	Yes	No
9991	55	41	50	51	45	58	45	2-5	bachelor	42	44	No	No
9992	54	52	48	49	49	53	47	0-1	none	43	49	Yes	Yes
9993	48	43	44	41	44	45	43	0-1	bachelor	33	39	No	No
9994	60	52	51	49	52	49	43	0-1	none	48	52	No	No
9995	50	39	37	37	42	51	42	0-1	bachelor	41	40	Yes	No
9996	51	46	47	45	44	57	35	6-10	none	49	41	No	No
9997	53	50	49	49	49	58	51	11+	none	66	50	No	Yes
9998	48	45	41	42	48	57	41	11+	none	45	38	No	No
9999	59	54	49	53	55	55	49	2-5	associate	60	58	No	Yes
10000	55	51	49	45	48	51	48	6-10	bachelor	54	57	Yes	Yes
10001	58	50	53	45	54	54	44	2-5	associate	48	50	No	No
10002	56	45	48	49	52	55	53	2-5	bachelor	58	47	No	No
10003	56	49	53	50	47	54	53	0-1	none	49	54	No	No
10004	49	49	47	45	45	49	45	0-1	associate	34	40	No	No
10005	55	45	47	48	46	52	44	0-1	bachelor	43	44	No	No
10006	62	47	56	52	50	55	50	2-5	bachelor	55	60	No	Yes
10007	54	48	52	48	47	48	50	0-1	bachelor	41	44	No	No
10008	59	48	50	50	51	56	48	2-5	bachelor	54	38	No	No
10009	48	48	50	44	50	47	45	0-1	associate	41	45	No	No
10010	53	44	48	45	46	49	47	2-5	bachelor	43	41	No	No
10011	62	47	49	50	58	58	54	2-5	bachelor	68	59	Yes	No
10012	51	43	42	43	45	52	40	2-5	none	37	40	No	No
10013	46	43	42	45	43	59	35	2-5	none	39	31	No	No
10014	50	41	45	41	46	54	50	2-5	bachelor	47	51	No	No
10015	51	49	45	40	50	53	43	0-1	bachelor	40	44	No	No
10016	51	46	47	44	49	52	46	0-1	doctorate	59	45	No	No
10017	51	45	45	47	46	54	44	0-1	bachelor	37	43	No	No
10018	50	42	46	47	45	49	43	2-5	none	43	32	No	No
10019	42	41	42	42	40	50	43	2-5	none	38	39	No	Yes
10020	53	50	49	43	50	46	50	0-1	associate	34	33	No	No
10021	51	48	45	44	44	52	47	0-1	associate	37	43	No	No
10022	52	46	50	50	45	59	51	2-5	bachelor	42	43	No	No
10023	53	50	50	46	53	49	49	0-1	associate	40	47	No	No
10024	47	47	46	38	49	47	46	0-1	associate	43	38	No	No
10025	47	36	37	40	42	53	38	0-1	none	36	32	No	No
10026	49	45	50	45	46	49	51	2-5	bachelor	43	39	No	No
10027	52	55	45	44	57	52	46	0-1	bachelor	50	45	No	Yes
10028	43	44	37	37	45	44	44	0-1	associate	34	38	No	No
10029	52	39	43	45	39	49	39	2-5	none	46	38	No	No
10030	57	53	52	46	55	49	50	2-5	bachelor	49	55	No	No
10031	53	51	52	47	49	55	44	6-10	bachelor	58	64	No	No
10032	55	48	48	44	53	50	49	2-5	bachelor	49	40	No	No
10033	50	46	44	41	48	42	45	0-1	bachelor	41	36	No	Yes
10034	52	51	47	47	47	53	41	2-5	none	48	43	No	Yes
10035	50	44	47	47	47	46	46	2-5	doctorate	45	39	No	No
10036	52	45	49	45	43	49	42	2-5	associate	38	36	No	No
10037	61	52	57	57	55	61	56	11+	associate	78	68	No	Yes
10038	53	49	50	47	52	56	46	2-5	bachelor	54	50	No	No
10039	54	46	50	47	47	47	44	0-1	bachelor	46	56	No	No
10040	51	42	51	48	43	55	41	0-1	associate	46	44	No	Yes
10041	55	44	50	45	52	60	47	2-5	bachelor	48	42	Yes	No
10042	60	47	45	52	54	48	46	0-1	bachelor	49	48	No	Yes
10043	46	39	47	41	45	45	48	0-1	bachelor	37	32	Yes	Yes
10044	54	47	50	48	49	52	39	0-1	none	36	49	No	No
10045	53	52	49	46	46	56	42	2-5	none	42	55	No	No
10046	57	47	48	46	45	49	40	0-1	associate	38	38	No	No
10047	45	47	38	40	43	44	41	0-1	none	30	30	No	No
10048	51	48	50	46	53	48	45	0-1	bachelor	47	50	No	No
10049	52	45	49	43	47	48	47	0-1	associate	41	39	No	No
10050	45	42	39	39	43	52	48	2-5	bachelor	46	46	No	No
10051	50	43	47	45	45	52	47	0-1	associate	41	45	No	Yes
10052	60	50	53	47	53	52	55	2-5	bachelor	58	52	Yes	Yes
10053	51	46	44	42	46	54	43	6-10	none	46	47	Yes	Yes
10054	53	44	46	47	49	55	46	2-5	bachelor	48	49	No	No
10055	51	46	46	43	51	50	48	2-5	associate	44	48	Yes	No
10056	53	53	50	47	53	47	49	6-10	bachelor	57	52	No	Yes
10057	53	45	46	50	47	56	44	2-5	bachelor	50	33	No	No
10058	47	44	41	42	46	51	44	6-10	none	41	40	No	No
10059	58	50	56	52	51	59	48	0-1	associate	47	61	No	No
10060	49	40	40	45	42	53	45	0-1	bachelor	43	29	No	No
10061	52	51	42	41	47	51	42	6-10	none	49	54	No	No
10062	54	44	51	50	52	54	48	6-10	associate	46	52	No	No
10063	54	53	51	50	48	54	49	2-5	none	51	45	No	No
10064	52	45	44	43	46	48	45	2-5	bachelor	40	45	No	No
10065	61	43	47	49	50	50	44	0-1	associate	47	55	No	No
10066	51	45	45	46	49	49	49	11+	bachelor	56	46	No	No
10067	54	46	49	43	48	52	45	2-5	bachelor	44	44	Yes	No
10068	59	47	50	51	55	56	52	11+	masters	63	54	No	Yes
10069	53	53	51	51	54	54	61	6-10	bachelor	56	54	No	Yes
10070	52	45	43	48	49	51	43	0-1	bachelor	48	30	No	No
10071	54	47	50	52	49	54	56	2-5	associate	54	55	No	No
10072	55	50	49	50	48	53	48	0-1	bachelor	54	45	No	No
10073	51	48	47	42	47	51	47	2-5	masters	43	45	No	No
10074	49	40	50	47	44	52	48	0-1	bachelor	40	48	No	No
10075	50	44	44	42	44	49	40	0-1	none	39	38	No	No
10076	49	38	45	46	39	47	39	2-5	none	33	47	No	No
10077	54	49	49	44	50	52	50	0-1	associate	47	46	No	Yes
10078	53	53	52	49	52	55	53	6-10	doctorate	56	51	Yes	Yes
10079	56	46	48	43	46	51	42	0-1	none	45	36	No	No
10080	52	43	49	45	50	54	46	6-10	associate	51	43	No	No
10081	53	47	50	40	48	50	50	6-10	bachelor	48	49	Yes	Yes
10082	49	45	47	46	49	50	45	0-1	bachelor	49	47	No	No
10083	52	48	49	44	44	45	42	0-1	none	36	39	No	No
10084	58	53	53	46	51	50	46	6-10	associate	47	46	No	No
10085	46	45	49	38	55	43	46	0-1	bachelor	37	46	No	No
10086	56	50	52	47	50	48	44	0-1	bachelor	50	53	No	No
10087	51	48	41	43	47	47	52	0-1	doctorate	50	46	No	No
10088	49	47	45	41	50	53	45	2-5	bachelor	41	42	No	No
10089	59	46	48	44	48	45	46	0-1	bachelor	37	39	Yes	No
10090	51	43	43	50	44	51	45	2-5	associate	35	37	No	No
10091	52	42	40	48	49	49	44	0-1	associate	44	42	No	Yes
10092	52	41	43	44	41	43	45	0-1	bachelor	40	29	Yes	No
10093	50	45	44	42	48	49	46	0-1	associate	43	37	No	No
10094	54	46	47	41	52	49	49	0-1	none	48	43	Yes	No
10095	55	56	49	46	51	47	50	0-1	bachelor	53	42	No	No
10096	53	47	46	47	48	44	48	2-5	bachelor	39	41	No	No
10097	49	44	50	46	47	58	43	2-5	associate	45	47	Yes	No
10098	56	45	47	48	54	53	46	2-5	bachelor	46	41	No	No
10099	53	50	49	42	47	54	47	2-5	associate	45	51	No	No
10100	51	48	43	43	49	52	46	6-10	associate	42	35	No	No
10101	49	43	45	47	49	57	47	6-10	associate	47	42	No	No
10102	50	47	44	44	46	49	37	2-5	associate	35	35	No	No
10103	58	44	41	46	47	55	36	2-5	none	45	34	No	No
10104	50	45	52	49	46	56	54	2-5	masters	41	50	No	No
10105	52	43	47	44	45	49	44	6-10	bachelor	49	41	No	No
10106	57	46	49	46	50	53	47	2-5	bachelor	44	50	No	No
10107	52	45	49	49	50	55	46	2-5	associate	45	44	No	No
10108	47	41	42	44	44	55	44	11+	bachelor	49	45	Yes	No
10109	57	49	54	50	52	57	49	2-5	bachelor	57	56	No	Yes
10110	53	45	48	45	39	50	43	0-1	none	43	43	No	Yes
10111	46	43	46	40	48	49	46	11+	bachelor	44	45	No	No
10112	53	43	48	48	46	50	48	6-10	bachelor	49	37	No	No
10113	60	49	49	50	52	51	48	11+	none	52	56	No	Yes
10114	51	45	44	41	47	53	39	6-10	none	44	41	No	Yes
10115	49	44	41	42	49	54	45	2-5	associate	45	36	No	No
10116	53	50	50	45	47	44	48	2-5	doctorate	41	35	No	No
10117	50	45	47	48	43	52	45	0-1	associate	35	41	No	No
10118	54	50	45	43	51	53	48	6-10	bachelor	51	43	No	No
10119	54	48	53	48	51	57	46	2-5	bachelor	46	48	Yes	No
10120	50	49	47	39	52	49	52	2-5	doctorate	48	43	No	Yes
10121	52	44	42	48	46	52	41	2-5	none	43	43	No	Yes
10122	54	47	49	48	46	53	45	2-5	associate	50	44	No	No
10123	51	44	46	39	48	44	48	2-5	bachelor	39	45	No	No
10124	52	48	44	40	47	59	41	2-5	none	48	38	No	No
10125	53	47	41	46	51	47	44	0-1	bachelor	40	40	No	No
10126	49	45	51	45	47	49	44	0-1	none	49	46	No	No
10127	55	45	49	52	50	56	47	2-5	bachelor	49	44	No	No
10128	54	42	47	45	50	52	47	6-10	none	44	51	No	No
10129	48	42	36	37	39	47	37	0-1	associate	39	32	No	Yes
10130	54	45	46	47	49	52	52	2-5	bachelor	50	49	Yes	No
10131	51	39	44	48	46	51	49	0-1	bachelor	49	32	No	No
10132	54	49	49	45	51	50	43	2-5	associate	42	41	No	No
10133	50	40	37	40	50	54	47	0-1	associate	38	39	No	No
10134	50	45	42	39	43	48	44	2-5	associate	42	38	No	No
10135	48	41	47	46	47	47	43	0-1	associate	42	39	No	No
10136	58	49	53	47	51	50	45	6-10	associate	49	45	No	No
10137	57	47	53	50	51	60	48	11+	associate	65	58	Yes	No
10138	50	41	45	47	46	53	50	2-5	bachelor	49	41	No	No
10139	55	46	48	45	54	54	50	6-10	none	44	51	No	No
10140	57	52	52	52	52	59	54	2-5	associate	61	56	Yes	Yes
10141	55	45	46	47	51	48	39	0-1	associate	53	31	No	No
10142	50	47	42	38	49	51	43	0-1	none	38	39	No	No
10143	52	45	47	46	49	49	53	0-1	doctorate	56	49	No	Yes
10144	58	47	52	50	58	57	50	11+	masters	52	56	No	Yes
10145	52	47	53	47	51	52	48	2-5	associate	59	50	Yes	Yes
10146	50	44	46	44	47	49	47	0-1	bachelor	41	41	No	Yes
10147	48	41	41	39	44	47	35	0-1	associate	34	31	Yes	No
10148	56	48	50	50	53	51	47	0-1	bachelor	43	43	Yes	Yes
10149	56	54	54	51	51	58	54	2-5	bachelor	56	65	No	Yes
10150	50	46	45	44	41	49	45	6-10	bachelor	50	31	No	No
10151	48	45	43	43	46	51	45	6-10	none	42	40	No	No
10152	57	49	49	46	53	56	51	2-5	bachelor	50	49	No	No
10153	50	42	45	46	47	57	47	6-10	bachelor	46	35	No	No
10154	54	46	47	47	51	58	51	2-5	bachelor	56	50	No	Yes
10155	55	46	44	45	41	47	40	2-5	none	47	40	No	No
10156	52	50	46	45	55	50	50	2-5	associate	48	46	No	No
10157	47	45	46	40	48	49	42	2-5	none	43	36	No	No
10158	45	49	48	44	47	50	42	6-10	none	45	35	No	No
10159	52	47	47	48	52	57	44	2-5	bachelor	54	31	No	No
10160	61	57	53	51	55	52	53	0-1	bachelor	71	57	No	Yes
10161	53	40	44	48	45	53	46	2-5	associate	33	41	No	No
10162	49	46	48	41	42	56	40	6-10	none	53	42	No	No
10163	44	42	43	42	45	46	45	0-1	bachelor	49	40	No	No
10164	56	48	48	47	51	52	49	2-5	bachelor	36	49	No	No
10165	54	42	45	46	47	51	43	0-1	associate	52	38	No	No
10166	51	46	49	45	46	51	51	0-1	bachelor	40	47	No	No
10167	51	52	51	48	52	46	45	0-1	bachelor	47	40	No	No
10168	51	39	43	41	46	52	44	2-5	bachelor	43	40	No	No
10169	47	41	41	42	43	50	37	6-10	none	43	39	No	No
10170	49	45	43	40	42	47	33	0-1	bachelor	32	36	No	No
10171	50	43	43	43	48	55	43	0-1	none	40	40	Yes	No
10172	48	43	39	44	44	49	39	6-10	associate	39	37	No	No
10173	56	50	51	50	49	51	46	2-5	bachelor	47	47	Yes	Yes
10174	49	42	45	49	45	53	41	2-5	associate	39	35	Yes	No
10175	53	45	54	49	55	61	54	6-10	bachelor	56	61	No	Yes
10176	63	46	54	48	52	55	50	11+	bachelor	49	59	No	No
10177	51	46	45	43	48	51	44	0-1	bachelor	49	48	No	No
10178	53	46	50	46	48	50	47	0-1	associate	43	41	No	No
10179	49	47	43	43	47	53	50	2-5	bachelor	41	43	No	Yes
10180	53	43	48	46	49	51	41	2-5	none	40	35	No	No
10181	47	45	46	41	46	46	48	2-5	bachelor	37	48	No	No
10182	54	45	47	49	47	55	49	11+	bachelor	53	60	No	Yes
10183	57	46	51	52	50	56	47	2-5	masters	56	50	No	No
10184	56	43	48	42	53	52	47	2-5	bachelor	45	51	No	No
10185	54	53	46	44	52	49	43	2-5	bachelor	42	42	Yes	No
10186	51	43	42	43	45	49	38	6-10	none	37	46	No	No
10187	52	39	43	45	44	50	39	2-5	none	37	28	No	No
10188	52	43	46	48	44	55	42	0-1	none	43	37	No	No
10189	55	46	45	48	54	59	55	0-1	bachelor	53	54	No	No
10190	51	47	45	42	52	48	41	0-1	none	34	39	Yes	No
10191	52	50	47	46	47	49	38	6-10	none	44	42	Yes	Yes
10192	47	42	40	41	42	52	42	2-5	none	30	31	No	No
10193	51	52	44	41	47	52	47	0-1	bachelor	45	46	Yes	No
10194	53	46	47	43	47	59	43	6-10	none	49	47	No	No
10195	47	43	42	47	43	53	43	2-5	bachelor	41	31	No	No
10196	52	46	49	47	47	47	48	0-1	associate	50	40	No	No
10197	58	58	58	48	57	53	52	2-5	none	56	66	No	Yes
10198	52	45	43	46	43	55	41	2-5	associate	36	44	No	No
10199	56	43	47	46	49	48	43	2-5	bachelor	45	43	Yes	Yes
10200	49	45	48	42	42	41	43	2-5	none	36	33	No	No
10201	53	48	55	51	48	53	49	2-5	bachelor	55	47	No	No
10202	53	47	53	43	50	49	44	2-5	bachelor	46	40	No	No
10203	50	44	41	42	47	52	43	0-1	none	37	51	No	No
10204	57	44	50	48	51	53	48	2-5	none	46	46	No	No
10205	44	45	45	38	43	43	41	0-1	none	27	49	No	No
10206	54	47	45	43	48	49	43	2-5	associate	42	46	No	No
10207	56	42	49	50	53	53	44	2-5	bachelor	50	46	No	Yes
10208	52	43	37	47	47	47	43	0-1	none	44	37	No	No
10209	48	43	38	40	40	48	37	0-1	none	37	35	No	No
10210	55	48	51	52	55	58	52	6-10	none	59	48	No	Yes
10211	48	45	45	42	44	47	45	0-1	bachelor	38	41	No	No
10212	47	43	48	46	44	47	44	0-1	bachelor	33	36	No	No
10213	48	44	46	48	47	52	53	0-1	bachelor	40	45	No	No
10214	50	36	41	43	38	54	41	2-5	none	32	35	No	No
10215	51	49	50	50	48	46	55	0-1	associate	51	46	No	Yes
10216	55	49	54	49	52	50	49	2-5	bachelor	50	61	No	Yes
10217	54	56	56	53	50	62	49	0-1	associate	68	60	Yes	Yes
10218	49	54	43	41	44	45	43	2-5	associate	49	37	No	No
10219	49	43	40	43	47	50	48	2-5	bachelor	41	41	No	No
10220	51	45	44	46	49	55	43	2-5	associate	41	51	No	No
10221	49	44	47	46	49	50	48	0-1	bachelor	39	45	No	No
10222	55	47	55	46	53	59	44	0-1	bachelor	50	49	No	Yes
10223	61	47	54	49	55	55	49	0-1	none	49	53	No	No
10224	53	47	51	49	47	58	47	0-1	none	50	49	No	Yes
10225	54	44	46	46	45	46	40	6-10	none	39	31	No	No
10226	50	47	48	45	47	46	50	2-5	bachelor	39	49	No	No
10227	54	39	44	46	46	53	42	2-5	none	51	38	No	No
10228	50	43	49	45	47	50	41	0-1	associate	40	38	No	No
10229	50	42	46	53	44	48	46	0-1	bachelor	49	42	No	No
10230	58	47	47	45	50	56	43	6-10	associate	48	50	No	No
10231	49	47	47	41	44	42	40	6-10	associate	33	34	No	No
10232	55	43	49	51	53	61	52	0-1	bachelor	46	58	No	No
10233	50	47	43	44	48	50	49	2-5	bachelor	37	37	No	No
10234	49	42	49	48	37	55	43	0-1	bachelor	41	39	No	No
10235	55	50	51	48	52	46	51	0-1	bachelor	45	42	Yes	No
10236	46	40	44	42	46	46	38	0-1	associate	26	43	No	No
10237	54	48	51	45	53	54	50	6-10	bachelor	50	58	No	Yes
10238	53	46	45	44	48	52	49	0-1	bachelor	40	43	No	No
10239	50	46	45	49	48	49	52	0-1	masters	41	45	No	No
10240	57	51	48	51	53	56	44	0-1	bachelor	51	53	No	No
10241	45	38	42	38	44	46	41	2-5	none	41	29	Yes	No
10242	53	46	43	41	48	57	46	2-5	bachelor	41	49	No	No
10243	52	46	46	46	52	48	46	2-5	bachelor	43	42	No	No
10244	55	47	54	50	51	56	46	0-1	bachelor	57	58	No	Yes
10245	54	54	53	46	52	57	50	2-5	bachelor	48	54	No	No
10246	53	51	54	49	54	53	51	2-5	bachelor	51	46	No	Yes
10247	49	50	52	47	45	54	49	0-1	associate	45	49	No	No
10248	52	40	44	46	50	56	50	11+	associate	52	43	No	No
10249	53	48	43	43	46	46	49	0-1	associate	43	41	No	No
10250	53	47	47	48	47	57	50	6-10	bachelor	56	51	Yes	No
10251	49	45	45	43	48	53	46	0-1	associate	40	38	No	No
10252	55	50	45	40	53	46	44	2-5	bachelor	45	47	No	No
10253	56	47	51	44	48	49	47	2-5	bachelor	54	48	No	Yes
10254	51	43	47	47	43	54	45	0-1	bachelor	40	42	No	No
10255	54	48	52	48	47	59	41	2-5	none	34	49	No	No
10256	51	47	48	46	49	46	53	0-1	associate	50	37	No	No
10257	53	42	47	51	50	55	39	6-10	none	40	32	No	No
10258	55	49	45	38	51	46	49	0-1	bachelor	38	55	No	No
10259	52	46	48	43	48	47	50	0-1	bachelor	46	43	No	No
10260	49	48	49	44	48	44	48	0-1	masters	40	42	No	No
10261	51	43	37	41	44	45	39	0-1	bachelor	38	29	No	No
10262	47	43	43	40	45	51	43	6-10	bachelor	40	34	No	No
10263	49	46	46	42	45	52	55	6-10	bachelor	50	51	No	Yes
10264	46	46	50	43	48	51	44	0-1	bachelor	34	46	No	No
10265	56	47	47	46	53	55	45	2-5	bachelor	42	41	No	No
10266	55	47	52	47	54	51	42	2-5	associate	42	45	No	Yes
10267	50	44	47	46	48	47	45	2-5	associate	35	42	No	No
10268	53	55	48	43	55	53	48	6-10	associate	56	53	No	Yes
10269	47	47	42	45	46	47	46	0-1	associate	35	37	No	No
10270	43	38	35	37	42	51	38	0-1	none	33	31	No	No
10271	55	47	47	45	51	50	49	6-10	bachelor	62	44	No	No
10272	47	47	44	44	50	57	45	6-10	bachelor	46	40	No	No
10273	52	40	44	44	50	52	40	6-10	associate	40	33	No	No
10274	53	42	44	46	52	55	46	11+	bachelor	46	46	No	No
10275	53	52	48	42	54	46	52	2-5	bachelor	43	44	No	Yes
10276	54	53	51	46	52	50	55	0-1	bachelor	54	54	No	No
10277	57	47	46	49	50	52	48	2-5	none	49	48	No	Yes
10278	56	49	48	45	52	53	50	0-1	bachelor	44	47	No	Yes
10279	51	49	47	43	48	54	47	2-5	bachelor	48	41	No	No
10280	56	53	56	50	58	53	42	6-10	none	54	53	No	Yes
10281	52	46	50	44	50	44	40	0-1	none	29	46	No	No
10282	57	48	53	50	50	49	46	0-1	bachelor	42	54	No	No
10283	57	53	55	50	53	57	51	6-10	associate	61	58	No	Yes
10284	44	45	47	43	47	44	47	0-1	bachelor	35	38	No	No
10285	55	48	48	47	51	50	45	11+	bachelor	52	36	No	No
10286	53	51	48	45	54	52	47	0-1	associate	52	48	No	No
10287	54	47	54	51	48	56	52	11+	bachelor	51	56	No	Yes
10288	53	50	48	47	51	54	46	2-5	associate	50	39	No	No
10289	52	45	53	49	46	49	46	0-1	none	45	46	No	Yes
10290	54	42	45	46	47	52	43	0-1	bachelor	40	41	No	No
10291	50	46	46	45	52	48	49	0-1	bachelor	37	45	No	No
10292	54	50	50	45	51	48	48	0-1	associate	42	48	No	No
10293	46	35	37	37	38	43	38	2-5	none	30	25	No	No
10294	50	44	46	48	45	55	43	2-5	none	44	42	Yes	Yes
10295	47	44	44	44	49	45	45	0-1	bachelor	39	37	No	Yes
10296	40	49	45	37	47	45	49	0-1	associate	33	34	Yes	No
10297	51	46	46	43	45	53	51	6-10	bachelor	47	46	Yes	No
10298	58	54	53	53	57	59	45	6-10	associate	61	67	Yes	Yes
10299	54	49	49	43	51	45	47	2-5	associate	34	49	No	No
10300	51	46	46	46	46	48	43	0-1	none	42	29	No	No
10301	51	44	45	42	51	54	43	2-5	bachelor	46	40	No	No
10302	48	42	45	41	44	46	45	0-1	bachelor	28	36	No	No
10303	46	40	39	38	40	47	39	2-5	none	34	37	No	No
10304	56	52	50	48	51	50	44	2-5	bachelor	36	50	No	No
10305	45	41	42	40	43	49	45	0-1	associate	36	33	No	No
10306	53	46	46	39	49	47	41	0-1	bachelor	40	36	No	No
10307	59	53	46	48	51	55	48	0-1	bachelor	52	59	No	Yes
10308	52	53	51	43	49	54	44	6-10	bachelor	57	49	No	No
