id|org|type|comment
491|amazon|cons|work in bad position for spine/back for 10h,
492|amazon|pros|Great place to work. Very fast paced environment.
492|amazon|cons|Not anything I can think about.
493|amazon|pros|Good hours, nice pay and lots of people to meet. Great benefits and awesome staff.
493|amazon|cons|no flexibility, standing for long periods of time. short breaks, and they expect you to be back 3 minutes early.
494|amazon|pros|great entry level job for pay and benefits. Learning dept does a good job teaching and coaching
494|amazon|cons|Management is poorly selected below operations tier 5 AKA any one with leadership on there vest this includes HR.
495|amazon|pros|Good pay, good benefits. You get to work with some of the smartest, most capable people, on the most interesting problems. There are almost unlimited opportunities within the company.
495|amazon|cons|Demands are high, and the decentralized nature of the company mean that culture can vary from team to team.
496|amazon|pros|Compensation is great. Learning on and designing ginormous micro-service based architectures. It's a great chance to learn how to design huge, scalable, fault-tolerant systems.
496|amazon|cons|The culture kind of sucks. Everyone's got cash, just not enough fun to go around... crushing bureaucracy, major hierarchy, ask for permission to pick your own nose, etc., etc.
497|amazon|pros|Seattle downtown
497|amazon|cons|Politics influence your rating and promotion
501|google|pros|* If you're a software engineer, you're among the kings of the hill at Google. It's an engineer-driven company without a doubt (that *is* changing, but it's still very engineer-focused).
501|google|cons|* It *is* becoming larger, and with it comes growing pains: bureaucracy, slow to respond to market threats, bloated teams, cross-divisional tension (though nothing remotely approaching that of Microsoft's internal tension).
502|google|pros|1) Food, food, food. 15+ cafes on main campus (MTV) alone. Mini-kitchens, snacks, drinks, free breakfast/lunch/dinner, all day, errr'day.
502|google|cons|"1) Work/life balance. What balance? All those perks and benefits are an illusion. They keep you at work and they help you to be more productive. I've never met anybody at Google who actually time off on weekends or on vacations. You may not hear management say, ""You have to work on weekends/vacations"" but, they set the culture by doing so - and it inevitably trickles down. I don't know if Google inadvertently hires t… Show More"
503|google|pros|You can't find a more well-regarded company that actually deserves the hype it gets.
503|google|cons|I live in SF so the commute can take between 1.5 hours to 1.75 hours each way on the shuttle - sometimes 2 hours each way on a busy day or rainy day. That means being on the bus for 3-4 hours PER DAY. It's a wired bus though which means you can work on the way to Mountain View. But it can feel brutal.
504|google|pros|- You drive yourself here. If you want to grow, you have to seek out opportunities and prove that your worth. This keeps you motivated.
504|google|cons|- Google is a big company. So there are going to be winners and losers when it comes to career growth. Due to the high hiring bar, most people who don't win are smart people as well and their experience sours. This place is optimized to avoid false positives in every step and false negatives are inevitable. At least when you get promoted, you can feel good that you have truly done something.
505|google|pros|Teamwork, always someone who can help, competitive, fun environment, free food, intelligent colleagues everywhere
505|google|cons|not family-friendly now that I have kids - I don't wan to spend time playing ping pong and taking advantage of free fun events. I want to get home with my kids.
506|google|pros|Great culture, smart, motivated employees
506|google|cons|Can be cloistered, ivory tower
507|google|pros|The best company I have been to! Learnt a lot and I love the working environment.
507|google|cons|Very big company. Hard to be visible and remember people that you have worked with.
508|google|pros|Really intelligent people to work with, great infrastructure and tools, focus on excellence.
508|google|cons|Traffic into work can be discouraging.
509|google|pros|Incredibly smart coworkers, best tools I've ever used, silly offices, free food, one project can affect millions of people and dollars.
509|google|cons|Imposter syndrome. For me, long commute. Twenty percent time is hard to make time for. The delicious food will make you fat.
510|google|pros|Seemingly unlimited resources; work with top/diverse talent from across the globe; amazing perks from food to testing of prototype consumer technologies.
510|google|cons|Extremely competitive; take home pay is not as high as non-Googlers assume it is; many poorly socialized individuals around.
511|google|pros|Everyone is vibrant and high-energy. Truly a fun place to get your nerd on. Oh and we do work sometimes. The campus is huge and contains many perks such as a gym and cafeteria.
511|google|cons|The projects are fast paced so be prepared. We work nonstop although it's not always a serious environment. During breaks we tend to avoid talking about work because we are always so busy with it.
512|google|pros|Smart people who are passionate about their job.
512|google|cons|Tons of bureaucracy. Promotions are made unnecessarily difficult.
513|google|pros|There a huge diversity of work ranging from defending independent journalism worldwide (Google Project Shield).
513|google|cons|The company is becoming bigger and bigger each year, which brings on its own problems.
514|google|pros|Super smart people, engineering culture.
514|google|cons|Not too many career advance opportunities.
515|google|pros|great teams and location and food
515|google|cons|the worst thing in the area is traffic
516|google|pros|Smart co-workers, challenging problems, great perks
516|google|cons|Can't think of any at the moment
517|google|pros|Amazing place to work - great people and great benefits
517|google|cons|This is not a place to coast - come ready to make a difference.
518|google|pros|Exciting to work in a company that powers billions of people's lives everyday.
518|google|cons|Becoming more conventional as size grows with a limited scope of what one can do.
519|google|pros|+ Awesome projects
519|google|cons|- Size of the company is huge, so don't expect startup culture.
520|google|pros|Very impactful work, great coworkers, good work-life balance, some interesting projects.
520|google|cons|Due to the size of the company, different divisions of Google have different cultures. It can be hard for job applicants to know which divisions they want to work in.
521|google|pros|There benifits are good,and it will bring you a lot of good things for your family.
521|google|cons|Good company ever...i recomment to any one who is currently looking for there good job.
522|google|pros|Google is the best company to work for. The perks are amazing, every detail is considered! The work is interesting and colleagues smart and fun to work with.
522|google|cons|It can be a little intimidating when everyone is at the top of their game. When everyone's a high performer it's very hard to stand out.
523|google|pros|"Google deserves every bit of its ""Best Company to Work For"" reputation. My own experience was in getting to build a business from scratch inside the company and watching it flourish."
523|google|cons|"The bureaucracy and big company feel is starting to creep in. Despite a ""Bureaucracy Busters"" campaign, there are days I feel like I am attaching a cover sheet to my TPS report."
524|google|pros|Good infrastructure, good people to work with, nice perks.
524|google|cons|The company is too big to get anything done reasonably easy.
525|google|pros|Amazing benefits, good pay, extremely intelligent people, engaging work that impacts a lot of people. Managers are competent, and promotion is meritocratic.
525|google|cons|Main offices are in expensive areas. Oncall rotations interfere with work-life balance.
526|google|pros|Great perks. Flexible schedule. Meet great people.
526|google|cons|To many managers. To many meetings. Favoritism place a huge role with management.
527|google|pros|There are so many great benefits at Google. Food, exercise classes, and the work spaces are just great. Great sense of freedom and that you are in control of what you're working on
527|google|cons|Google is a huge company. Sometimes feels like you get lost in what you're doing. Great company but definitely feels big.
528|google|pros|Tons of perks, good pay. If you have the chance, it's worth working there and experiencing it!
528|google|cons|Workload can be daunting at times, FTE's and TVC's are viewed VERY differently in the culture.
529|google|pros|Friendly and competitive environment,unlimited food and perks.I have worked for google more than 3 years and always felt this place like my second home.
529|google|cons|Work during weekends,nothing particular.
530|google|pros|- Extremely smart and nice people
530|google|cons|- Mature products move slow due to size and complexity
531|google|pros|Great smart people. All the usual perks
531|google|cons|Flat structure means career movement can be difficult
532|google|pros|Great place as long as your team is good. If your team is not that good, you always have the option to switch.
532|google|cons|Career growth depends heavily on team and manager.
533|google|pros|I learn a lot. Google pays for my Masters degree at Stanford.
533|google|cons|My teammates are not great at English, and sometimes results in miscommunication. It's a team-specific problem though, my other Googler friends don't have this problem.
534|google|pros|Huge Impact, lots of interesting people you work with, people get excited every time you mention you work there. Overall though I really enjoyed working there and would recommend.
534|google|cons|Lots of management overhead, does move slowly, especially on the engineering side, which means you sometimes have to sit on your hands. Also there's a decent amount of back and forth from middle management on direction.
535|google|pros|You will learn more here than anywhere else you've worked.
535|google|cons|Work life Balance
536|google|pros|Great coworkers and a ton of opportunities.
536|google|cons|It is too boring to work there.
537|google|pros|Very friendly people and very interesting work. The working environment is very nice and we only need to worry about work we are responsible for, and anything else is well taken care of by other assistants and applications.
537|google|cons|A common problem with large companies: it is a lot competition to climb up the latter from an ordinary engineer.
538|google|pros|- Access to a vast wealth of technical resources and people
538|google|cons|- Given large size of company, often easy to get lost among thousands of other employees.
539|google|pros|Huge resources available, world-class brilliant people to work with. Great place to learn how to scale real-world systems.
539|google|cons|It has become a big company. It's leaner and less bureaucratic than most big companies, but it's still a big company.
540|google|pros|It's a good company, good place to work and good place to learn.
540|google|cons|Nothing specific, haven't had any issues working here.
541|google|pros|Good opportunities, mobility, good reward
541|google|cons|Company is very very big
542|google|pros|Everything you've ever heard about working at Google is true. Benefits are awesome, coworkers are awesome, and your work affects millions of people.
542|google|cons|Politics are starting to get in the way of engineering. Since launches are incentivized so heavily in promo process, negative dogfood feedback is often ignored on the way to launch, with few or no consequences.
543|google|pros|Great perks, amazing technology, inspiring activities
543|google|cons|Very biased towards whatever engineering wants, creating unfair conditions for everyone else.
544|google|pros|The company offers generous perks. The locations of headquarters and other offices are great.
544|google|cons|Associate directors, directors, and senior directors are engaged in political battles. Promotions are very political
545|google|pros|great environment and place to work
545|google|cons|hours can be long sometimes
546|google|pros|Food, Google Bus, Great culture, upward mobility, independent office hours
546|google|cons|Not in San Francisco, traffic getting worse, sometimes too focused internally
547|google|pros|Work with top notch people and learn how to build product for millions of users.
547|google|cons|Not a small company. It's slow to deploy product changes and as a product person you'll spend way more time building consensus and getting approval for launching something than actually building the product.
548|google|pros|Google is still full of bright motivated people, working on world-class products. The company is led by solid people, who truly care about continuing to make the world a better place.
548|google|cons|The company is a lot bigger than it used to be, and though it's done better than most, it can't help slowing down as it grows. Some of the reasons I came to work at Google when it was 1000 employees are no longer true.
549|google|pros|Awesome benefits and ability to work remotely or from other offices, free food is a major plus as well
549|google|cons|Most jobs are in MTV where cost of living is extremely high even when making almost $100K
550|google|pros|great work environment
550|google|cons|long hours but I think everything makes up for it
551|google|pros|hard to get in
551|google|cons|nice salary and internal work environment
552|google|pros|Google is as advertised - it's an amazing place to work full of incredibly smart people working on interesting and challenging problems. The pay and perks are great. In theory there is a lot of opportunity for mobility and Google does seem committed to developing people over the course of their careers.
552|google|cons|Some Googlers are incredibly entitled and complain about mundane issues. It's less nimble than it used to be. Certain organizations (People Operations) are bureaucratic and very top-down in leadership style, which is antithetical to the way Google portrays itself.
553|google|pros|Google was a great company to work.
553|google|cons|It is too comfortable. You must get out of comfort zones. It might be a great company to work. But remember every big company in the past such as Microsoft was like that.
554|google|pros|Great Learning Opportunities
554|google|cons|Difficult Work but worth the challenge
555|google|pros|Its a fun place to work
555|google|cons|Some people take advantage of it too much
556|google|pros|Flexible hours, awesome benefits, amazing coworkers!
556|google|cons|Work was hard but fair. Sometimes the work felt like it never ended.
557|google|pros|Work with the smartest people. Fast paced. Challenging.
557|google|cons|Will burn you out. Gives whatever you are willing to sacrifice.
558|google|pros|strong financial, lavish perks, smart people to learn from
558|google|cons|little impact, small rolls, politics, people just waiting for retirement there
559|google|pros|Google is probably the best corporate environment to work in. A lot of opportunities to get exposed to things outside of your immediate job. Strong brand allows you to open many doors. Of course the perks have
559|google|cons|Google is far from being a startup and it slowly becomes more and more corporate. Selecting a team and evaluating its culture before joining becomes more important to make sure your expectations match your team's.
560|google|pros|1. Work with smart people in a great company
560|google|cons|1. Limited impact.
561|google|pros|Very creative atmosphere, and the quality of people you work with is noticeably better than anywhere else.
561|google|cons|I can't think of any yet, other than all the cons that go with working for a Big Corporate Machine.
562|google|pros|google has a very flexible culture. You can benefits from learning experience from other geeks.
562|google|cons|Since it is already a huge company. So probably some of the projects at google are not as challenging as before. If you want to solve challenging problem, then it's not the perfect place.
563|google|pros|great place to work as a fulltime/intern
563|google|cons|can not think of any
564|google|pros|Some of the best perks in the industry.
564|google|cons|The office politics are harsh.
565|google|pros|Great people (generally smart, friendly, and hard-working)
565|google|cons|Lack of opportunity for senior talent (staff and above) to really make a dent in the organization. This, coupled with the very slow promo process (1.5 years / level) and Google's tendency to downlevel on hire can be very frustrating. To some extent, I felt like I had to simply wait for leadership to retire or play the political game to get much further in my career.
566|google|pros|Good benefits, Smart people, great culture
566|google|cons|Ambiguous environment, not easy to navigate for a lot of ppl
567|google|pros|Talented people, interesting projects, good perks and benefits.
567|google|cons|Big big big - lots of politics/ nothing moves. Leadership skills of leaders on average is low since tech acumen valued by leadership is not.
568|google|pros|It was great. It was a different time but it was great.
568|google|cons|A little scattered at times. This was part of the fun.
569|google|pros|Overall work and life balance is promoted through various incentives. The people are bright and great to work with. Free breakfast and lunch! Google offers multiple perks. There's interest groups for about anything, volunteering opportunities, and projects outside your domain expertise to get involved with. You have a portal to learn various skills on your own or on your expertise at about anytime as long as you sign… Show More
569|google|cons|Communication between team members out side of the weekly team meeting had no consistency.Team is separated into focus areas specialized for each member and the overall team which can have constraints for those who are not self thought or self starters. Team may feel distant at times if it's divided by offices. Expect to hit the workload at light speed while making sure you are ALWAYS on top of everything so that it'… Show More
570|google|pros|Even though I am not an employee of Google, I still get many of the perks like food and coffee and the gym
570|google|cons|The company is getting so big that standards can be different from org to org causing confusion for employees
571|google|pros|Colleagues and managers were extremely supportive
571|google|cons|Lots of bureaucracy, which is normal and expected for such a large company
572|google|pros|Salary and benefits are decent
572|google|cons|Unless you are level 5+ your opinion is meaningless
573|google|pros|Incredibly brilliant people, very comfortable amenities and perks. The opportunity to solve (mostly) really interesting challenges and problems at a HUGE scale.
573|google|cons|Your experience varies so much based on your team and who your manager is. More training needed for people to actually manage and get the most out of people. Great perks don't make up for the other parts.
574|google|pros|- Work is technically challenging. Not incremental stuff, 50% devoted to ambitious work
574|google|cons|- Work with very talented/ambitious people who will not tolerate shoddy work
575|google|pros|food, intelligent people, great access to resource and mentors
575|google|cons|basically none, it was great
576|google|pros|It's Google after all! I had a great time working there and my co-workers were quite supportive.
576|google|cons|The workload was quite heavy and sometime I had to work late nights.
577|google|pros|- Work with top coders on the planet.
577|google|cons|Workload can be daunting at times when you want to just sit back and relax. Not really that place unless you are super smart.
578|google|pros|Free food- they have professional chefs
578|google|cons|Politics - too much focus on titles and ranks sucking up to other people
579|google|pros|Great culture.
579|google|cons|As the company grew bigger, politics started trickling in.
580|google|pros|perks (lots of free stuff)
580|google|cons|getting larger, more bureaucratic
581|google|pros|Great food. Smart coworkers. Nice weather.
581|google|cons|This depends on the person.
582|google|pros|Exciting business opportunities
582|google|cons|Bureaucracy
583|google|pros|they were ok, good management, good environment
583|google|cons|poor training, some lack of direction and understanding
584|google|pros|Independent working ethics for staff
584|google|cons|projects can easily be shut down
585|google|pros|nice people, and great benefits
585|google|cons|difficult to transition full-time for most
586|google|pros|If is full time could be perfect
586|google|cons|Is perfect it doesn't have any negative
587|google|pros|During the time I was at Google, I have had the pleasure to work with smart, savvy, and dedicated people who truly have passions for what we do - it is contagious.
587|google|cons|Nothing really major from my opinion.
588|google|pros|All benefits on food, drink. Well life-work balance and provide good environment to work.
588|google|cons|No, everything works perfectly. Its very hard to say cons.
589|google|pros|Super awesome place I need one more word.
589|google|cons|Totally nothing is bad about the GooG!
590|google|pros|Everyday is an exciting challenge. The people are incredible.
590|google|cons|Can get a bit competitive at times (in a good way).
591|google|pros|Really loyal place to work like a family.
591|google|cons|Dont want to leave some days
592|google|pros|Great people, awesome culture (people are Googley), gourmet food.
592|google|cons|Advancement is a bit hit and miss. You can get stuck on a dead-end project (and there are surprisingly many of those at Google).
593|google|pros|A lot of freedom for charting your own path. A lot more encouragement to make yourself productive than being pressured to be productive.
593|google|cons|The size of the company shows. You have to work at group speed, mostly think and work the group way. Slow growth curve.
594|google|pros|Great area and good pay
594|google|cons|Lots of competition and hard to move up
595|google|pros|free food management cares about their employees.
595|google|cons|Working with too many talented and creative people can result in clashing of the minds
596|google|pros|Very good atmosphere to work
596|google|cons|I dont have any thing to say bad about the company
597|google|pros|tons of perks, dog friendly
597|google|cons|no major cons to mention
598|google|pros|high salary, good insurance and benefits
598|google|cons|high tax, high expense to live
599|google|pros|many money and good benefit.
599|google|cons|too big to do something
600|google|pros|Lot of opportunity for work and fun. Agree that is #1 place to work for. Good food, good peers and good projects.
600|google|cons|Company becoming big....lots of team to interact and work with. Work life balance compromised if not paid attention to.
601|google|pros|Lot of opportunity for work and fun. Agree that is #1 place to work for. Good food, good peers and good projects.
601|google|cons|Company becoming big....lots of team to interact and work with. Work life balance compromised if not paid attention to.
602|google|pros|salary, benefits, flexibility, culture, transparency
602|google|cons|senior leadership, career opportunities for senior levels, performance management
603|google|pros|Great atmosphere and the schedule is very flexible
603|google|cons|Can get hectic at times
604|google|pros|A lot of responsibility. Exciting. Fantastically smart, capable, and fun colleagues. Great salary and benefits. Lots of international travel. Entrepreneurial culture.
604|google|cons|In general: a lot of people are slacking at the moment. They don't really care about what they're doing. Company lacks proper processes, accountability, and avoids conflict to the point that it languishes dangerously.
605|google|pros|Super smart people, great infrastructure, access to lots of users. Potential for big impact.
605|google|cons|Lots of inertia, due to size. Bureaucratic and political.
606|google|pros|Lots of things to learn. Free food, gyms, bike, shuttle, laundry; smart people, now, what else do I miss?
606|google|cons|There are lots of different internal systems which you can build things upon. But the learning curve is steep - take a long time to ramp up.
607|google|pros|fun and intellectually stimulating work environment, great people
607|google|cons|big organization and it's hard to get noticed
608|google|pros|Access/exposure to a lot of cool projects before they are widely known to the public and your foot in the door to landing a full time position with the company
608|google|cons|"The program was very unstructured. A lot of us were confused what were could and couldn't do after ""orientation."" If you ask me, a lot of the events hosted by ambassadors representing the company were poorly run/planned which in turn made the company look bad (some ambassadors did a better job than others)"
609|google|pros|this job has really given me insight out the job game really works. I learned how to develop software in my spare time and always love the cafeteria
609|google|cons|there is really no downside to Google. As an employee, I have access to resources and great training and coaching. Please hire my friends as well.
610|google|pros|I worked at Google for over 7 years. It is the longest that I have worked at any company. That is a testimonial to how good the company is! I left Google because I wanted to try my hand at starting my own company or joining an early stage start up.
610|google|cons|Over the years, Google has become more bureaucratic. Unfortunately, several groups are working in the same area and the usual turf battles happen. Also, it has become harder to change projects than before.
611|google|pros|Work with some of the smartest and most creative talent around, contribute to a company that makes a significant impact in the daily lives of billions of users, enjoy all the amazing benefits and perks.
611|google|cons|The large size of the company has produced bureaucracy and several layers of teams/departments/orgs that can slow down decision making and progress.
612|google|pros|Very good working environment, smart people, great benefit. Also a very good work - life balance
612|google|cons|Starts to become a little bit too big and is more like a big corporation now..
613|google|pros|Great benefits, surrounded by smart/motivated people, lots of perks, locations around the world, 401K match, health benefits are outstanding
613|google|cons|Getting way to big. Levels are everything to everyone. Lower pay than other startups. Inequity of treatment between the sales side and the engineering side of the businesses.
614|google|pros|Amazing place to learn, grow, and have a scaled impact
614|google|cons|Large, corporate, and difficult to rise up after a certain point in your career
615|google|pros|The culture is amazing! What you read in the articles about the perks and people is absolutely true. It's great to work at a company that offers 3 meals a day Monday-Friday, where I feel comfortable around 100% of the people and where you have the ability to make your own schedule.
615|google|cons|Google is still a big and established company. There will still be a corporate hierarchy that will take months or years to change compared to quick feedback within a startup.
616|google|pros|Good for most of the things
616|google|cons|Meal, policy. and so on
617|google|pros|Getting to work for Google. Great culture outside of the ITRP program.
617|google|cons|They will lie to recruit you, and promise training, ops roations, and learning opportunities that never happen.
618|google|pros|All of the perks are incredible!
618|google|cons|The commute is tough from SF
619|google|pros|Google spoils its employees. Free breakfast lunch and dinner, great amenities, and budgets never seem to be an issue (at other jobs I've had to beg travel budget -- at Google, I can pretty much take any trip I think is worthwhile). They also do tons to reduce friction as an employee.
619|google|cons|It *is* a big company. Things don't turn on a dime; there is a lot of process. And it is *very* engineering directed.
620|google|pros|Whatever you can think of! I feel like a king when I'm at work. I absolutely love my job!!!!
620|google|cons|The traffic can get really nasty and the housing prices are just unbelievably high, but the whole bay area has such problems and has nothing to do with the company
621|google|pros|Whatever you can think of! I feel like a king when I'm at work. I absolutely love my job!!!!
621|google|cons|The traffic can get really nasty and the housing prices are just unbelievably high, but the whole bay area has such problems and has nothing to do with the company
622|google|pros|Because I will create helpful tools to use
622|google|cons|Fix computer and having better service
623|google|pros|The perks are amazing!
623|google|cons|Too big, hard to make a real impact
624|google|pros|Great place to work love it
624|google|cons|no feedback to give. super good workplace
625|google|pros|Amazing people and atmosphere. Crazy good benefits.
625|google|cons|Not a single con working here.
626|google|pros|lots of new projects and good team to work with..
626|google|cons|cant say anything of that kind
627|google|pros|great company, had an amazing time and learned a lot. look forward to going back. super fun people and had a very good time. love google. love it so much
627|google|cons|cons are that there are absolutely no cons but google is life and without it we wouldnt be alive today so thank you google and everything you do. you are life.
628|google|pros|- Very smart people
628|google|cons|- Bureaucracy, politics, legal issues, and privacy handling take up more and more time over the years and slow innovation and development.
629|google|pros|Flexible, lots of opportunities, good environment.
629|google|cons|Everything is good, infrastructure is the best.
630|google|pros|great company to work for
630|google|cons|getting very large in size
631|google|pros|"The work culture is excellent; being nice to others is rewarded socially, and economically. The projects are incredibly diverse, and challenging. And the compensation and perks are very generous. As the person leading the orientation told me on my first day: ""We want you to be happy. If you're happy you're more productive."" I'm happy indeed :)"
631|google|cons|Work-life balance can be difficult, not necessarily due to management asking you to work off-hours, but because sometimes it's hard to disconnect.
632|google|pros|you can work on what you want to work on
632|google|cons|felt like a little cog in the machine
633|google|pros|Great perks, very smart people, great atmosphere, good leadership. Overall, very nice company to work for and a lot to learn from. Good compensation doesn't hurt.
633|google|cons|Sometimes people can get overly competitive. While it's good to have many young people in the company, some are arrogant and entitled. Depending on the group, some could have fratty culture.
634|google|pros|+ Stable job
634|google|cons|+ Finance team full of mediocre people especially at the top- these are people who joined Google when finance@Google was not a great option and then these people just rode the wave.
635|google|pros|Free food, good infrastructure, mostly great people, mission, if you can get into a team that actually has a mission. Good pay, though no longer the best. Engineers still (mostly) run things there. It's easy to switch projects if you perform well and opportunities are actually available (which is not a given, especially in remote offices). It also feels like the company actually gives a damn about making the front li… Show More
635|google|cons|"Way too much middle management and hierarchy, mostly incompetent lower level management (it's a quick way to get promoted when you're out of steam technically you start going to a bunch of meetings and become a TLM), little to no opportunity for advancement as individual contributor, super-competitive atmosphere, very little recognition is general, since your ""very best"" is ""meh"" there. Some people get promoted to ve… Show More"
636|google|pros|Perfect Salary, work enviroment
636|google|cons|san francisco is very expensive, although I was making a lot of money I ended up spending all of it. Hard to find right place to live
637|google|pros|good pay, perks
637|google|cons|can be stressful at times
638|google|pros|Work life balance is great. Free food.
638|google|cons|Free food but not great. Perks are not easy to understand.
639|google|pros|Free food, smart people, great pay, exciting work! The bay area has beautiful weather as well which is a bonus
639|google|cons|It is hard to advance up the mangement chain because people here are so smart. Might be better fit to work at a smaller company
640|google|pros|The perks are legendary here. Contrary to rumors, the food quality is still very good, some of the newer cafes on the main campus get rave reviews. Get to work with lots of very smart people, with mostly good attitudes. Very academic atmosphere where research and analysis of data is the preferred way to guide decisions.
640|google|cons|"Very crowded campuses, easy to feel lost in a sea of employees. Free food, but nowhere to sit down and eat it. Not always easy to spend time on ""20 percent time"" projects as advertised. Lots of internal bureaucracy, surveys, and distractions of optional employee-oriented programs. Self-promotion is encouraged, so prepare to toot your own horn and compete for recognition of your project if you want to get promoted"
641|google|pros|Lots of opensource , good environment
641|google|cons|food is not good. tasty is not good too.
642|google|pros|You'll be surrounded by very smart people, which helps your professional growth; compensation & benefits make you feel valued by the company
642|google|cons|Because there are so many smart people, the company can hire overqualified people for a given position, which can ultimately adversely impact job satisfaction
643|google|pros|Great coworkers, detailed docs and a lot of learning materials to help you become a good engineer.
643|google|cons|1. There is not so much work to do.
644|google|pros|Google is a great company at the forefront of technological advancement. The pay and hours are good and the work culture is laid back.
644|google|cons|There are enough talented people that being talented won't guarantee you an inside track on good projects, because there are thousands of equally smart people ahead in the queue and equally underutilized, but there are just enough bozos that you have to prove that you're not one of them
645|google|pros|Product and tech leadership are outstanding, no one else is doing what Google is and succeeding.
645|google|cons|Sales / business side is becoming political, zero sum game and bureaucratic.
646|google|pros|Great people, lots of perks, awesome benefits, global scope.
646|google|cons|Bureaucracy, challenges to promotion, competitive.
647|google|pros|Tremendous opportunity to learn and develop a deep understanding of how global scale technologies and companies need to work.
647|google|cons|Huge scale can be overwhelming
648|google|pros|Growth potential, benefits, innovation, community contribution, health care,
648|google|cons|I can not think of any
649|google|pros|I've gone from a new grade hire to the tech lead of a 8 person team in 2 1/2 years, and I've learned a ton along the way. Not every engineer you'll work with is amazing, some are just good, and a few are mediocre. However, so many are amazing that it's an absolute pleasure to work on the same codebase as they do.
649|google|cons|Mountain View-centric attitude leads to extreme commute times. This is the largest negative about working here, and I probably would have left by now if I wasn't able to work from home or the SF office most of the week. I'm sure if you live in boring suburbia it'd be fine, but I don't want to do that.
650|google|pros|Every perk you can imagine!
650|google|cons|Company is getting too big to maintain well-known culture standards
651|google|pros|good working environment, handsome salary,good growth and free lunch. you will learn lot of new things, diverse working environment.
651|google|cons|no cons as it is good company
652|google|pros|Great benefits, work life balance, growth opportunities. Promoted to lead expansion in new geos within 2 years. Fun outings and team building
652|google|cons|Bureaucracy at times like any other companies. Consensus driven culture. Senior management is sometimes managing up rather than down, which can be frustrating
653|google|pros|Great place to work and build your career.
653|google|cons|Too much Work!
654|google|pros|Great environment, lots of opportunities
654|google|cons|None that i can think of.
655|google|pros|Lots of accomplished and diverse engineers around you, best practices are very refined, mentorship and sense of community between teams and buildings is very strong if you are willing to participate!
655|google|cons|so large scale (hopefully more addressable with the new restructuring) that similar projects spawn at different offices that couldve been better generalized and collaborated on if there had been a better platform for discovering ongoing or pitched projects. Had a very positive experience with my first internship, but my second felt more overbearing and too broad to be polished on delivery by the end of my internship.… Show More
656|google|pros|Lots of perks - amazing free food, micro kitchens stocked with snacks and any kind of beverage you'd want, baristas, fitness center, subsidized massages and more. They compensation is generous and most of the employees are very fun, nice and smart.
656|google|cons|-There is not a lot of opportunity in the Cambridge office to advance for non-engineering positions
657|google|pros|Perks are too many to mention and with so many smart people to follow around you're going to learn a lot!
657|google|cons|For most I think the small impact you can make, because there is so much talent there and roles can be narrowly defined.
658|google|pros|Google has the clout and money necessary to provide all the resources necessary to succeed.
658|google|cons|"I guess I didn't drink the Kool-Aid. Google has been a major success story in building the web into what it is today. However, most of the management and employees have fallen in love with their own intelligence. This is very bad news for the future growth of the company. Additionally, Google is very risk adverse no matter that they have a ""moonshot"" factory. They don't stick to their goals when there are set backs."
659|google|pros|Great culture, it's up to you to make your impact, amazing technology, treat us like adults, food's awesome, total comp is really great (current stock price really helps!)
659|google|cons|Things change so quickly that it can be difficult to figure out the right way to get something done. Tools get deprecated so quickly that it's a constant race to make sure valuable tools continue to get updated and work. Growing fast so office space is really becoming an issue.
660|google|pros|* Friendly and smart co worker
660|google|cons|* Its a big company, a little bureaucracy is creeping in.
661|google|pros|Lots of mobility, opportunities to be creative and take the lead.
661|google|cons|With the company being so large, sometimes it's difficult to get significant recognition of novel work.
662|google|pros|Great place to work at. Literally has everything you need to work, eat, and play.
662|google|cons|There are no cons with Google. This is the best company in the world.
663|google|pros|I was experiencing great fulfillment working for such great Company, using my linguistic skills and Italian culture in a multicultural environment.
663|google|cons|Salary compensation was unsatisfying and inadequate for the high quality professional performances provided.
664|google|pros|Great culture. Company really puts employee first.
664|google|cons|Getting bigger with more hierarchy.
665|google|pros|flexible working hours and the work-life balance
665|google|cons|you cannot make intelligent decisions
666|google|pros|Great place to work, lots of places to eat and drink
666|google|cons|Too many people, too many visitors
667|google|pros|it was awesome I really liked the culture of Google. I loved coming to work everyday.
667|google|cons|I don't really see any cons of working at google. I decided to leave because I wanted to be closer to my family
668|google|pros|Great coworkers, lots of opportunities
668|google|cons|Harder to transfer between roles
669|google|pros|Culture, people, great benefits and perks, competitive compensation
669|google|cons|Work long hours, no work-life balance
670|google|pros|You'll get to work with a lot of smart folks...
670|google|cons|...who spend a lot of time being code janitors.
671|google|pros|Great people, Great culture and Wonderful opportunities.
671|google|cons|Too many great people. Too many debates on the scope of the product.
672|google|pros|Constant change
672|google|cons|Constant change (depends on how you look at it, I see it as a positive)
673|google|pros|great perks and great work environment.
673|google|cons|small fish in a big sea.
674|google|pros|Open culture; fast moving; dynamic; ambitious; lots of perks; strong culture
674|google|cons|getting very large and a bit bureaucratic, certain parts of the company can be political; less opportunities for people at the director level and up. Certain parts of the business - like Android and Play - have little work / life balance. Little appreciation of marketing in certain businesses that are entrenched monopolies.
675|google|pros|Excellent pay and benefits (by far the best software engineering pay I've seen in the Boston area). Higher bonus and stock than anywhere else, too.
675|google|cons|Can be hard to feel like you're making an impact or get recognition in such a large company, especially a remote office.
676|google|pros|Smart and engaging coworkers, free food/beverages, free transportation, free parking, access to Google events, free massages
